Education,Status,Others,Skin Color,Sex
 Masters, Married-civ-spouse, Prof-specialty, White, Female
 Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 10th, Divorced, Transport-moving, Amer-Indian-Eskimo, Male
 7th-8th, Divorced, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Other-service, White, Male
 Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Adm-clerical, White, Female
 Some-college, Married-civ-spouse, Craft-repair, Black, Male
 7th-8th, Married-civ-spouse, Sales, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 Some-college, Divorced, Adm-clerical, White, Female
 Assoc-acdm, Never-married, Tech-support, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 7th-8th, Never-married, Farming-fishing, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Married-civ-spouse, Adm-clerical, White, Male
 Bachelors, Never-married, Prof-specialty, White, Male
 HS-grad, Never-married, Craft-repair, White, Male
 10th, Divorced, Other-service, White, Female
 Bachelors, Married-civ-spouse, Adm-clerical, White, Male
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female
 10th, Never-married, Machine-op-inspct, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Female
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Never-married, Adm-clerical, White, Female
 Masters, Married-civ-spouse, Prof-specialty, Black, Female
 Assoc-acdm, Married-civ-spouse, Sales, White, Male
 Some-college, Never-married, ?, White, Female
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Never-married, ?, White, Female
 Some-college, Married-civ-spouse, Sales, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 11th, Never-married, Other-service, White, Male
 HS-grad, Never-married, Adm-clerical, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, Black, Male
 Some-college, Never-married, Adm-clerical, White, Female
 Some-college, Divorced, Machine-op-inspct, White, Male
 HS-grad, Widowed, Other-service, White, Female
 Bachelors, Never-married, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Married-spouse-absent, Adm-clerical, Asian-Pac-Islander, Female
 Bachelors, Married-civ-spouse, Machine-op-inspct, Black, Male
 HS-grad, Married-civ-spouse, Other-service, White, Female
 HS-grad, Separated, Exec-managerial, White, Male
 Bachelors, Never-married, ?, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 Assoc-voc, Divorced, Sales, White, Female
 9th, Married-civ-spouse, Handlers-cleaners, White, Male
 Some-college, Never-married, Craft-repair, Asian-Pac-Islander, Male
 Bachelors, Never-married, Adm-clerical, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male
 HS-grad, Married-civ-spouse, Protective-serv, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Divorced, Prof-specialty, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Widowed, Craft-repair, White, Male
 Some-college, Never-married, Other-service, Black, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 Masters, Married-civ-spouse, ?, White, Male
 Some-college, Divorced, Tech-support, White, Female
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 Bachelors, Never-married, Sales, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 7th-8th, Divorced, Machine-op-inspct, White, Male
 Some-college, Married-civ-spouse, Sales, Black, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 Bachelors, Never-married, Sales, White, Female
 Some-college, Divorced, Sales, White, Female
 Some-college, Never-married, Adm-clerical, Black, Male
 Assoc-voc, Never-married, Adm-clerical, Black, Female
 HS-grad, Never-married, Farming-fishing, White, Male
 11th, Divorced, Sales, White, Female
 12th, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Divorced, Tech-support, Amer-Indian-Eskimo, Female
 Doctorate, Divorced, Sales, White, Female
 11th, Married-civ-spouse, Sales, White, Male
 Doctorate, Married-civ-spouse, Tech-support, White, Female
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 10th, Widowed, Exec-managerial, White, Female
 11th, Married-civ-spouse, Machine-op-inspct, White, Male
 Assoc-voc, Never-married, ?, Asian-Pac-Islander, Male
 10th, Never-married, Adm-clerical, Black, Female
 Masters, Married-civ-spouse, Adm-clerical, White, Male
 Bachelors, Never-married, Exec-managerial, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 7th-8th, Never-married, Craft-repair, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 Bachelors, Never-married, Adm-clerical, Black, Male
 Some-college, Never-married, Prof-specialty, Asian-Pac-Islander, Female
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Widowed, Other-service, Asian-Pac-Islander, Female
 Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male
 HS-grad, Never-married, Other-service, White, Female
 Bachelors, Never-married, Exec-managerial, White, Female
 HS-grad, Divorced, Other-service, White, Female
 Masters, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Never-married, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Other-service, White, Male
 HS-grad, Married-civ-spouse, Other-service, White, Male
 HS-grad, Divorced, Transport-moving, White, Male
 Preschool, Never-married, Farming-fishing, White, Male
 Bachelors, Married-civ-spouse, Adm-clerical, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Separated, ?, Black, Female
 Bachelors, Never-married, Adm-clerical, White, Female
 HS-grad, Never-married, Machine-op-inspct, White, Male
 Assoc-voc, Divorced, Prof-specialty, Amer-Indian-Eskimo, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 11th, Never-married, Sales, Other, Female
 10th, Never-married, Other-service, White, Female
 Bachelors, Never-married, Sales, White, Female
 Bachelors, Married-civ-spouse, Prof-specialty, White, Female
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Never-married, Other-service, White, Male
 Masters, Divorced, Exec-managerial, White, Female
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 9th, Married-civ-spouse, Other-service, White, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 Some-college, Divorced, Other-service, Black, Female
 10th, Never-married, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Tech-support, White, Female
 HS-grad, Separated, Adm-clerical, Black, Female
 HS-grad, Married-civ-spouse, Tech-support, White, Male
 Bachelors, Divorced, Machine-op-inspct, White, Male
 Assoc-voc, Married-civ-spouse, Farming-fishing, White, Male
 Some-college, Never-married, Tech-support, White, Female
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Married-civ-spouse, ?, White, Male
 HS-grad, Divorced, Machine-op-inspct, White, Female
 Some-college, Never-married, ?, White, Female
 Some-college, Married-civ-spouse, Sales, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Masters, Divorced, Prof-specialty, White, Female
 HS-grad, Divorced, ?, White, Female
 Masters, Never-married, Exec-managerial, White, Female
 HS-grad, Never-married, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Sales, White, Female
 Some-college, Never-married, Protective-serv, White, Male
 HS-grad, Divorced, Farming-fishing, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Female
 HS-grad, Never-married, Sales, White, Male
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 Assoc-acdm, Never-married, Sales, White, Female
 HS-grad, Never-married, Farming-fishing, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 Assoc-voc, Never-married, Transport-moving, White, Male
 Masters, Divorced, Sales, White, Female
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Divorced, Transport-moving, White, Female
 9th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 5th-6th, Married-civ-spouse, Other-service, White, Male
 Assoc-voc, Married-civ-spouse, Tech-support, White, Female
 Some-college, Never-married, Adm-clerical, White, Male
 Assoc-acdm, Never-married, Sales, White, Male
 9th, Never-married, Craft-repair, White, Male
 Bachelors, Divorced, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Tech-support, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Female
 Some-college, Never-married, Adm-clerical, White, Female
 7th-8th, Never-married, Farming-fishing, White, Male
 Bachelors, Married-civ-spouse, Tech-support, White, Male
 HS-grad, Never-married, Machine-op-inspct, White, Male
 Assoc-acdm, Married-civ-spouse, ?, White, Male
 HS-grad, Married-civ-spouse, Other-service, Black, Female
 Assoc-voc, Married-civ-spouse, Other-service, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Assoc-voc, Never-married, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Tech-support, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 11th, Divorced, Machine-op-inspct, White, Female
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Some-college, Never-married, Other-service, White, Male
 Masters, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Divorced, Exec-managerial, White, Male
 Assoc-voc, Never-married, ?, White, Male
 HS-grad, Divorced, Handlers-cleaners, White, Male
 Some-college, Never-married, Adm-clerical, White, Female
 Some-college, Never-married, Craft-repair, White, Male
 Some-college, Never-married, Sales, White, Male
 HS-grad, Divorced, Craft-repair, White, Male
 Masters, Divorced, Prof-specialty, White, Male
 HS-grad, Never-married, Sales, White, Male
 10th, Never-married, Machine-op-inspct, White, Male
 HS-grad, Divorced, Sales, White, Female
 Some-college, Married-civ-spouse, Sales, White, Male
 Assoc-acdm, Divorced, Prof-specialty, White, Female
 Some-college, Never-married, Craft-repair, Amer-Indian-Eskimo, Male
 HS-grad, Divorced, Adm-clerical, Black, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Female
 Some-college, Never-married, ?, White, Female
 Some-college, Never-married, Adm-clerical, White, Female
 HS-grad, Widowed, Handlers-cleaners, White, Male
 11th, Married-civ-spouse, ?, White, Male
 HS-grad, Never-married, Machine-op-inspct, Black, Female
 Bachelors, Married-civ-spouse, Other-service, White, Male
 Bachelors, Never-married, Exec-managerial, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 Some-college, Never-married, Adm-clerical, Black, Female
 Preschool, Married-civ-spouse, ?, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Some-college, Separated, Machine-op-inspct, White, Male
 HS-grad, Never-married, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Never-married, Other-service, White, Female
 Assoc-acdm, Never-married, Adm-clerical, White, Female
 Some-college, Never-married, Exec-managerial, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Masters, Divorced, Prof-specialty, White, Female
 HS-grad, Never-married, Other-service, White, Female
 Some-college, Married-civ-spouse, Farming-fishing, White, Male
 Some-college, Never-married, Sales, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, Other, Male
 HS-grad, Separated, Machine-op-inspct, Black, Female
 HS-grad, Never-married, Sales, White, Female
 Bachelors, Divorced, Prof-specialty, Black, Male
 11th, Married-civ-spouse, ?, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Married-civ-spouse, Farming-fishing, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Female
 HS-grad, Never-married, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 7th-8th, Divorced, Tech-support, White, Female
 Bachelors, Never-married, Tech-support, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Never-married, Sales, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 7th-8th, Never-married, Sales, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Married-civ-spouse, Machine-op-inspct, White, Male
 Some-college, Never-married, Adm-clerical, Black, Female
 HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male
 Some-college, Married-civ-spouse, Protective-serv, White, Male
 11th, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 Bachelors, Divorced, Protective-serv, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Other-service, Black, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Married-civ-spouse, Prof-specialty, White, Male
 Doctorate, Never-married, Adm-clerical, White, Female
 HS-grad, Never-married, Tech-support, White, Female
 HS-grad, Married-civ-spouse, Sales, White, Female
 HS-grad, Widowed, Sales, White, Female
 Assoc-voc, Divorced, Craft-repair, White, Male
 HS-grad, Never-married, Sales, White, Male
 Some-college, Never-married, Adm-clerical, White, Male
 HS-grad, Widowed, Machine-op-inspct, Black, Female
 HS-grad, Never-married, Handlers-cleaners, White, Male
 Bachelors, Separated, Sales, White, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female
 Some-college, Divorced, Sales, White, Male
 HS-grad, Divorced, Tech-support, White, Female
 Some-college, Never-married, Adm-clerical, White, Female
 HS-grad, Married-spouse-absent, Other-service, Black, Female
